compact_idx,raw_id,base_raw_id,hemi,name,name_pretty
1,3,3,L,L-AAA,L-AMYGDALA_OTHER
2,12,12,L,L-ACAd1,L-CORTEX_PREFRONTAL
3,13,13,L,L-ACAd2-3,L-CORTEX_PREFRONTAL
4,14,14,L,L-ACAd5,L-CORTEX_PREFRONTAL
5,15,15,L,L-ACAd6a,L-CORTEX_PREFRONTAL
6,16,16,L,L-ACAd6b,L-CORTEX_PREFRONTAL
7,18,18,L,L-ACAv1,L-CORTEX_PREFRONTAL
8,19,19,L,L-ACAv2-3,L-CORTEX_PREFRONTAL
9,20,20,L,L-ACAv5,L-CORTEX_PREFRONTAL
10,22,22,L,L-ACAv6b,L-CORTEX_PREFRONTAL
11,23,23,L,L-ACB,L-BASALGANGLIA_STRIATUM
12,24,24,L,L-aco,L-WHITE_MATTER
13,25,25,L,L-act,L-WHITE_MATTER
14,28,28,L,L-AD,L-THALAMUS
15,31,31,L,L-AHN,L-HYPOTHALAMUS
16,40,40,L,L-AId5,L-CORTEX_INSULAR
17,41,41,L,L-AId6a,L-CORTEX_INSULAR
18,44,44,L,L-AIp1,L-CORTEX_INSULAR
19,45,45,L,L-AIp2-3,L-CORTEX_INSULAR
20,46,46,L,L-AIp5,L-CORTEX_INSULAR
21,47,47,L,L-AIp6a,L-CORTEX_INSULAR
22,50,50,L,L-AIv1,L-CORTEX_INSULAR
23,51,51,L,L-AIv2-3,L-CORTEX_INSULAR
24,52,52,L,L-AIv5,L-CORTEX_INSULAR
25,53,53,L,L-AIv6a,L-CORTEX_INSULAR
26,55,55,L,L-alv,L-WHITE_MATTER
27,57,57,L,L-AMB,L-MEDULLA
28,59,59,L,L-AMBv,L-MEDULLA
29,60,60,L,L-amc,L-AMYGDALA
30,61,61,L,L-AMd,L-THALAMUS
31,62,62,L,L-AMv,L-THALAMUS
32,64,64,L,L-ANcr1,L-THALAMUS
33,68,68,L,L-ANcr2,L-THALAMUS
34,77,77,L,L-AON,L-OLFACTORY
35,86,86,L,L-AP,L-MEDULLA
36,89,89,L,L-APN,L-MIDBRAIN
37,90,90,L,L-AQ,L-VENTRICLES_CSF
38,92,92,L,L-ARH,L-HYPOTHALAMUS
39,94,94,L,L-AT,L-THALAMUS
40,98,98,L,L-AUDd1,L-CORTEX_AUDITORY
41,99,99,L,L-AUDd2-3,L-CORTEX_AUDITORY
42,100,100,L,L-AUDd4,L-CORTEX_AUDITORY
43,101,101,L,L-AUDd5,L-CORTEX_AUDITORY
44,102,102,L,L-AUDd6a,L-CORTEX_AUDITORY
45,103,103,L,L-AUDd6b,L-CORTEX_AUDITORY
46,105,105,L,L-AUDp1,L-CORTEX_AUDITORY
47,106,106,L,L-AUDp2-3,L-CORTEX_AUDITORY
48,107,107,L,L-AUDp4,L-CORTEX_AUDITORY
49,108,108,L,L-AUDp5,L-CORTEX_AUDITORY
50,110,110,L,L-AUDp6b,L-CORTEX_AUDITORY
51,112,112,L,L-AUDpo1,L-CORTEX_AUDITORY
52,113,113,L,L-AUDpo2-3,L-CORTEX_AUDITORY
53,114,114,L,L-AUDpo4,L-CORTEX_AUDITORY
54,115,115,L,L-AUDpo5,L-CORTEX_AUDITORY
55,117,117,L,L-AUDpo6b,L-CORTEX_AUDITORY
56,120,120,L,L-AUDv2-3,L-CORTEX_AUDITORY
57,121,121,L,L-AUDv4,L-CORTEX_AUDITORY
58,122,122,L,L-AUDv5,L-CORTEX_AUDITORY
59,124,124,L,L-AUDv6b,L-CORTEX_AUDITORY
60,125,125,L,L-AV,L-THALAMUS
61,126,126,L,L-AVP,L-THALAMUS
62,127,127,L,L-AVPV,L-HYPOTHALAMUS
63,128,128,L,L-B,L-BASAL_FOREBRAIN
64,129,129,L,L-BA,L-BASAL_FOREBRAIN
65,132,132,L,L-bic,L-WHITE_MATTER
66,134,134,L,L-BLAa,L-AMYGDALA_BLA
67,135,135,L,L-BLAp,L-AMYGDALA_BLA
68,136,136,L,L-BLAv,L-AMYGDALA_BLA
69,138,138,L,L-BMAa,L-AMYGDALA_BMA
70,139,139,L,L-BMAp,L-AMYGDALA_BMA
71,141,141,L,L-bsc,L-WHITE_MATTER
72,142,142,L,L-BST,L-SEPTUM
73,161,161,L,L-CA1,L-HIPPOCAMPAL FORMATION
74,166,166,L,L-CA2,L-HIPPOCAMPAL FORMATION
75,171,171,L,L-CA3,L-HIPPOCAMPAL FORMATION
76,177,177,L,L-CB,L-CEREBELLUM
77,178,178,L,L-cbc,L-CEREBELLUM
78,188,188,L,L-ccg,L-WHITE_MATTER
79,190,190,L,L-ccs,L-WHITE_MATTER
80,193,193,L,L-CEAc,L-AMYGDALA_CE
81,194,194,L,L-CEAl,L-AMYGDALA_CE
82,195,195,L,L-CEAm,L-AMYGDALA_CE
83,197,197,L,L-CENT2,L-CEREBELLUM
84,201,201,L,L-CENT3,L-CEREBELLUM
85,208,208,L,L-chpl,L-VENTRICLES_CSF
86,209,209,L,L-cic,L-MIDBRAIN
87,210,210,L,L-cing,L-LIMBIC_CORTEX
88,212,212,L,L-CLA,L-LIMBIC_CORTEX
89,213,213,L,L-CLI,L-LIMBIC_CORTEX
90,214,214,L,L-CM,L-THALAMUS
91,221,221,L,L-COAa,L-AMYGDALA_CORTICAL
92,226,226,L,L-COApl,L-AMYGDALA_CORTICAL
93,231,231,L,L-COApl3,L-AMYGDALA_CORTICAL
94,238,238,L,L-COPY,L-GLOBAL_MASKS
95,242,242,L,L-CP,L-BASALGANGLIA_STRIATUM
96,243,243,L,L-cpd,L-WHITE_MATTER
97,245,245,L,L-crt,L-WHITE_MATTER
98,247,247,L,L-csc,L-WHITE_MATTER
99,250,250,L,L-cst,L-WHITE_MATTER
100,257,257,L,L-CTXsp,L-ISOCORTEX_MASK
101,258,258,L,L-CU,L-MEDULLA
102,262,262,L,"L-CUL4,_5",L-CEREBELLUM
103,273,273,L,L-CUN,L-MEDULLA
104,281,281,L,L-DCO,L-MEDULLA
105,282,282,L,L-DEC,L-WHITE_MATTER
106,286,286,L,L-df,L-WHITE_MATTER
107,300,300,L,L-DG-mo,L-HIPPOCAMPAL FORMATION
108,301,301,L,L-DG-po,L-HIPPOCAMPAL FORMATION
109,302,302,L,L-DG-sg,L-HIPPOCAMPAL FORMATION
110,304,304,L,L-dhc,L-WHITE_MATTER
111,307,307,L,L-DMH,L-HYPOTHALAMUS
112,311,311,L,L-DMX,L-MEDULLA
113,312,312,L,L-DN,L-CEREBELLUM
114,315,315,L,L-DP,L-CORTEX_PREFRONTAL
115,321,321,L,L-DR,L-MIDBRAIN
116,323,323,L,L-dscp,L-WHITE_MATTER
117,324,324,L,L-DT,L-WHITE_MATTER
118,326,326,L,L-DTN,L-MIDBRAIN
119,328,328,L,L-ec,L-WHITE_MATTER
120,333,333,L,L-ECT5,L-CORTEX_TEMPORAL_ASSOC
121,334,334,L,L-ECT6a,L-CORTEX_TEMPORAL_ASSOC
122,335,335,L,L-ECT6b,L-CORTEX_TEMPORAL_ASSOC
123,337,337,L,L-ee,L-WHITE_MATTER
124,339,339,L,L-em,L-WHITE_MATTER
125,342,342,L,L-ENTl1,L-PARAHIPPOCAMPAL/ENTORHINAL
126,343,343,L,L-ENTl2,L-PARAHIPPOCAMPAL/ENTORHINAL
127,347,347,L,L-ENTl3,L-PARAHIPPOCAMPAL/ENTORHINAL
128,349,349,L,L-ENTl4-5,L-PARAHIPPOCAMPAL/ENTORHINAL
129,352,352,L,L-ENTl6a,L-PARAHIPPOCAMPAL/ENTORHINAL
130,355,355,L,L-ENTm1,L-PARAHIPPOCAMPAL/ENTORHINAL
131,356,356,L,L-ENTm2,L-PARAHIPPOCAMPAL/ENTORHINAL
132,359,359,L,L-ENTm3,L-PARAHIPPOCAMPAL/ENTORHINAL
133,361,361,L,L-ENTm5,L-PARAHIPPOCAMPAL/ENTORHINAL
134,363,363,L,L-ENTm6,L-PARAHIPPOCAMPAL/ENTORHINAL
135,371,371,L,L-EPd,L-EPITHALAMUS/HABENULA
136,375,375,L,L-EPv,L-EPITHALAMUS/HABENULA
137,377,377,L,L-EW,L-MIDBRAIN
138,378,378,L,L-fa,L-WHITE_MATTER
139,380,380,L,L-FF,L-WHITE_MATTER
140,381,381,L,L-fi,L-WHITE_MATTER
141,382,382,L,L-fiber_tracts,L-WHITE_MATTER
142,383,383,L,L-FL,L-WHITE_MATTER
143,387,387,L,L-FN,L-CEREBELLUM
144,388,388,L,L-FOTU,L-CEREBELLUM
145,392,392,L,L-fp,L-WHITE_MATTER
146,394,394,L,L-fr,L-WHITE_MATTER
147,398,398,L,L-FS,L-WHITE_MATTER
148,399,399,L,L-fx,L-WHITE_MATTER
149,405,405,L,L-GPe,L-BASALGANGLIA_PALLIDUM
150,406,406,L,L-GPi,L-BASALGANGLIA_PALLIDUM
151,410,410,L,L-GRN,L-PONS
152,416,416,L,L-GU2-3,L-CORTEX_GUSTATORY
153,417,417,L,L-GU4,L-CORTEX_GUSTATORY
154,418,418,L,L-GU5,L-CORTEX_GUSTATORY
155,419,419,L,L-GU6a,L-CORTEX_GUSTATORY
156,420,420,L,L-GU6b,L-CORTEX_GUSTATORY
157,423,423,L,L-hbc,L-EPITHALAMUS/HABENULA
158,429,429,L,L-HPF,L-HIPPOCAMPAL FORMATION
159,430,430,L,L-HY,L-HYPOTHALAMUS
160,431,431,L,L-IA,L-THALAMUS
161,432,432,L,L-IAD,L-THALAMUS
162,434,434,L,L-IAM,L-THALAMUS
163,438,438,L,L-ICB,L-MIDBRAIN
164,439,439,L,L-ICc,L-MIDBRAIN
165,440,440,L,L-ICd,L-MIDBRAIN
166,441,441,L,L-ICe,L-MIDBRAIN
167,443,443,L,L-icp,L-WHITE_MATTER
168,444,444,L,L-IF,L-MIDBRAIN
169,445,445,L,L-IG,L-THALAMUS
170,446,446,L,L-IGL,L-THALAMUS
171,447,447,L,L-III,L-CRANIAL_NERVES
172,449,449,L,L-IIn,L-CRANIAL_NERVES
173,451,451,L,L-ILA1,L-CORTEX_PREFRONTAL
174,453,453,L,L-ILA2-3,L-CORTEX_PREFRONTAL
175,454,454,L,L-ILA5,L-CORTEX_PREFRONTAL
176,455,455,L,L-ILA6a,L-CORTEX_PREFRONTAL
177,456,456,L,L-ILA6b,L-CORTEX_PREFRONTAL
178,459,459,L,L-IMD,L-THALAMUS
179,461,461,L,L-INC,L-MIDBRAIN
180,462,462,L,L-int,L-CEREBELLUM
181,463,463,L,L-INV,L-MEDULLA
182,465,465,L,L-IP,L-CEREBELLUM
183,468,468,L,L-IPN,L-MIDBRAIN
184,469,469,L,L-IRN,L-MEDULLA
185,472,472,L,L-ISN,L-MEDULLA
186,481,481,L,L-KF,L-PONS
187,482,482,L,L-LA,L-AMYGDALA_LA
188,485,485,L,L-LAV,L-AMYGDALA
189,487,487,L,L-LD,L-THALAMUS
190,488,488,L,L-LDT,L-PONS
191,491,491,L,L-LGd,L-THALAMUS_VISUAL
192,495,495,L,L-LH,L-HYPOTHALAMUS
193,496,496,L,L-LHA,L-HYPOTHALAMUS
194,497,497,L,L-LIN,L-CEREBELLUM
195,498,498,L,L-LING,L-CEREBELLUM
196,502,502,L,L-ll,L-WHITE_MATTER
197,503,503,L,L-LM,L-HYPOTHALAMUS
198,504,504,L,L-lot,L-OLFACTORY
199,506,506,L,L-lotg,L-OLFACTORY
200,508,508,L,L-LPO,L-HYPOTHALAMUS
201,510,510,L,L-LRNm,L-MEDULLA
202,513,513,L,L-LSc,L-SEPTUM
203,514,514,L,L-LSr,L-SEPTUM
204,515,515,L,L-LSv,L-SEPTUM
205,517,517,L,L-LT,L-PONS
206,520,520,L,L-MA,L-HYPOTHALAMUS
207,521,521,L,L-MARN,L-HYPOTHALAMUS
208,522,522,L,L-MB,L-MIDBRAIN
209,527,527,L,L-mcp,L-WHITE_MATTER
210,529,529,L,L-MD,L-THALAMUS
211,536,536,L,L-ME,L-HYPOTHALAMUS
212,537,537,L,L-MEA,L-AMYGDALA_MEDIAL
213,546,546,L,L-MEPO,L-HYPOTHALAMUS
214,549,549,L,L-mfb,L-WHITE_MATTER
215,558,558,L,L-MGd,L-THALAMUS_AUDITORY
216,559,559,L,L-MGm,L-THALAMUS_AUDITORY
217,560,560,L,L-MGv,L-THALAMUS_AUDITORY
218,561,561,L,L-MH,L-HYPOTHALAMUS
219,562,562,L,L-ml,L-WHITE_MATTER
220,563,563,L,L-mlf,L-WHITE_MATTER
221,565,565,L,L-Mmme,L-HYPOTHALAMUS
222,572,572,L,L-MOB,L-OLFACTORY
223,579,579,L,L-MOp1,L-CORTEX_MOTOR
224,580,580,L,L-MOp2-3,L-CORTEX_MOTOR
225,581,581,L,L-MOp5,L-CORTEX_MOTOR
226,582,582,L,L-MOp6a,L-CORTEX_MOTOR
227,583,583,L,L-MOp6b,L-CORTEX_MOTOR
228,585,585,L,L-MOs1,L-CORTEX_MOTOR
229,586,586,L,L-MOs2-3,L-CORTEX_MOTOR
230,587,587,L,L-MOs5,L-CORTEX_MOTOR
231,588,588,L,L-MOs6a,L-CORTEX_MOTOR
232,589,589,L,L-MOs6b,L-CORTEX_MOTOR
233,590,590,L,L-moV,L-WHITE_MATTER
234,591,591,L,L-mp,L-HYPOTHALAMUS
235,592,592,L,L-MPN,L-HYPOTHALAMUS
236,596,596,L,L-MPO,L-HYPOTHALAMUS
237,597,597,L,L-MPT,L-HYPOTHALAMUS
238,598,598,L,L-MRN,L-MIDBRAIN
239,602,602,L,L-MS,L-SEPTUM
240,604,604,L,L-MT,L-MIDBRAIN
241,606,606,L,L-mtg,L-WHITE_MATTER
242,608,608,L,L-mtt,L-WHITE_MATTER
243,610,610,L,L-MV,L-MEDULLA
244,611,611,L,L-MY,L-MEDULLA
245,615,615,L,L-NB,L-BASAL_FOREBRAIN
246,617,617,L,L-ND,L-BASAL_FOREBRAIN
247,618,618,L,L-NDB,L-BASAL_FOREBRAIN
248,620,620,L,L-NI,L-PONS
249,622,622,L,L-NLL,L-MIDBRAIN
250,627,627,L,L-NLOT1,L-OLFACTORY
251,629,629,L,L-NLOT2,L-OLFACTORY
252,630,630,L,L-NLOT3,L-OLFACTORY
253,631,631,L,L-NOD,L-CEREBELLUM
254,635,635,L,L-NOT,L-MIDBRAIN
255,636,636,L,L-NPC,L-MIDBRAIN
256,638,638,L,L-nst,L-WHITE_MATTER
257,639,639,L,L-NTB,L-MEDULLA
258,640,640,L,L-NTS,L-MEDULLA
259,647,647,L,L-och,L-WHITE_MATTER
260,649,649,L,L-OLF,L-OLFACTORY
261,651,651,L,L-OP,L-MIDBRAIN
262,652,652,L,L-opt,L-WHITE_MATTER
263,660,660,L,L-ORBl1,L-CORTEX_PREFRONTAL
264,661,661,L,L-ORBl2-3,L-CORTEX_PREFRONTAL
265,662,662,L,L-ORBl5,L-CORTEX_PREFRONTAL
266,663,663,L,L-ORBl6a,L-CORTEX_PREFRONTAL
267,664,664,L,L-ORBl6b,L-CORTEX_PREFRONTAL
268,666,666,L,L-ORBm1,L-CORTEX_PREFRONTAL
269,668,668,L,L-ORBm2-3,L-CORTEX_PREFRONTAL
270,669,669,L,L-ORBm5,L-CORTEX_PREFRONTAL
271,670,670,L,L-ORBm6a,L-CORTEX_PREFRONTAL
272,672,672,L,L-ORBvl,L-CORTEX_PREFRONTAL
273,674,674,L,L-ORBvl2-3,L-CORTEX_PREFRONTAL
274,675,675,L,L-ORBvl5,L-CORTEX_PREFRONTAL
275,676,676,L,L-ORBvl6a,L-CORTEX_PREFRONTAL
276,677,677,L,L-ORBvl6b,L-CORTEX_PREFRONTAL
277,678,678,L,L-OT,L-BASALGANGLIA_STRIATUM
278,683,683,L,L-OV,L-HYPOTHALAMUS
279,684,684,L,L-P,L-PONS
280,685,685,L,L-PA,L-AMYGDALA
281,686,686,L,L-PAA,L-AMYGDALA
282,691,691,L,L-PAG,L-AMYGDALA
283,692,692,L,L-PAL,L-AMYGDALA
284,698,698,L,L-PAR,L-HIPPOCAMPAL FORMATION
285,702,702,L,L-PARN,L-MIDBRAIN
286,703,703,L,L-PAS,L-AMYGDALA
287,704,704,L,L-PB,L-PONS
288,705,705,L,L-PBG,L-MIDBRAIN
289,716,716,L,L-pc,L-WHITE_MATTER
290,719,719,L,L-PCG,L-PONS
291,720,720,L,L-PCN,L-PONS
292,721,721,L,L-PD,L-HYPOTHALAMUS
293,725,725,L,L-PERI2-3,L-CORTEX_TEMPORAL_ASSOC
294,726,726,L,L-PERI5,L-CORTEX_TEMPORAL_ASSOC
295,727,727,L,L-PERI6a,L-CORTEX_TEMPORAL_ASSOC
296,728,728,L,L-PERI6b,L-CORTEX_TEMPORAL_ASSOC
297,729,729,L,L-PF,L-THALAMUS
298,735,735,L,L-PG,L-PONS
299,737,737,L,L-PGRNd,L-PONS
300,738,738,L,L-PGRNl,L-PONS
301,739,739,L,L-PH,L-HYPOTHALAMUS
302,747,747,L,L-PIR,L-OLFACTORY
303,754,754,L,L-PL1,L-CORTEX_PREFRONTAL
304,755,755,L,L-PL2,L-CORTEX_PREFRONTAL
305,756,756,L,L-PL2-3,L-CORTEX_PREFRONTAL
306,757,757,L,L-PL5,L-CORTEX_PREFRONTAL
307,759,759,L,L-PL6b,L-CORTEX_PREFRONTAL
308,761,761,L,L-pm,L-WHITE_MATTER
309,762,762,L,L-PMd,L-HYPOTHALAMUS
310,766,766,L,L-PMv,L-HYPOTHALAMUS
311,768,768,L,L-PO,L-THALAMUS
312,770,770,L,L-POL,L-THALAMUS
313,771,771,L,L-POR,L-CORTEX_TEMPORAL_ASSOC
314,772,772,L,L-POST,L-CORTEX_TEMPORAL_ASSOC
315,776,776,L,L-PP,L-MIDBRAIN
316,778,778,L,L-PPN,L-PONS
317,779,779,L,L-PPT,L-PONS
318,780,780,L,L-PPY,L-HYPOTHALAMUS
319,783,783,L,L-PR,L-CORTEX_TEMPORAL_ASSOC
320,784,784,L,L-PRC,L-CORTEX_TEMPORAL_ASSOC
321,790,790,L,L-PRM,L-CEREBELLUM
322,794,794,L,L-PRNc,L-PONS
323,795,795,L,L-PRNr,L-PONS
324,797,797,L,L-PRP,L-MIDBRAIN
325,799,799,L,L-PS,L-HYPOTHALAMUS
326,805,805,L,L-PSTN,L-HYPOTHALAMUS
327,806,806,L,L-PSV,L-PONS
328,807,807,L,L-PT,L-THALAMUS
329,819,819,L,L-PVH,L-THALAMUS
330,822,822,L,L-PVHd,L-THALAMUS
331,836,836,L,L-PVp,L-HYPOTHALAMUS
332,837,837,L,L-PVpo,L-HYPOTHALAMUS
333,839,839,L,L-PVT,L-THALAMUS
334,841,841,L,L-py,L-MEDULLA
335,842,842,L,L-pyd,L-MEDULLA
336,849,849,L,L-RCH,L-MIDBRAIN
337,851,851,L,L-RE,L-THALAMUS
338,853,853,L,L-RH,L-THALAMUS
339,856,856,L,L-RL,L-MIDBRAIN
340,857,857,L,L-RM,L-MIDBRAIN
341,858,858,L,L-RN,L-MIDBRAIN
342,859,859,L,L-RO,L-MIDBRAIN
343,860,860,L,L-root,L-CRANIAL_NERVES
344,861,861,L,L-RPA,L-MIDBRAIN
345,862,862,L,L-RPO,L-MIDBRAIN
346,863,863,L,L-RR,L-MIDBRAIN
347,867,867,L,L-RSPagl1,L-CORTEX_RETROSPLENIAL
348,868,868,L,L-RSPagl2-3,L-CORTEX_RETROSPLENIAL
349,869,869,L,L-RSPagl5,L-CORTEX_RETROSPLENIAL
350,870,870,L,L-RSPagl6a,L-CORTEX_RETROSPLENIAL
351,873,873,L,L-RSPd1,L-CORTEX_RETROSPLENIAL
352,874,874,L,L-RSPd2-3,L-CORTEX_RETROSPLENIAL
353,876,876,L,L-RSPd5,L-CORTEX_RETROSPLENIAL
354,877,877,L,L-RSPd6a,L-CORTEX_RETROSPLENIAL
355,880,880,L,L-RSPv1,L-CORTEX_RETROSPLENIAL
356,882,882,L,L-RSPv2-3,L-CORTEX_RETROSPLENIAL
357,883,883,L,L-RSPv5,L-CORTEX_RETROSPLENIAL
358,884,884,L,L-RSPv6a,L-CORTEX_RETROSPLENIAL
359,885,885,L,L-RSPv6b,L-CORTEX_RETROSPLENIAL
360,889,889,L,L-RT,L-THALAMUS
361,890,890,L,L-rust,L-WHITE_MATTER
362,891,891,L,L-SAG,L-MIDBRAIN
363,893,893,L,L-SBPV,L-HYPOTHALAMUS
364,894,894,L,L-SCdg,L-MIDBRAIN
365,895,895,L,L-SCdw,L-MIDBRAIN
366,896,896,L,L-SCH,L-HYPOTHALAMUS
367,897,897,L,L-SCig,L-MIDBRAIN
368,900,900,L,L-SCig-c,L-MIDBRAIN
369,903,903,L,L-SCop,L-MIDBRAIN
370,904,904,L,L-scp,L-MIDBRAIN
371,907,907,L,L-SCsg,L-MIDBRAIN
372,910,910,L,L-sctv,L-WHITE_MATTER
373,911,911,L,L-SCzo,L-MIDBRAIN
374,913,913,L,L-SEZ,L-VENTRICLES_CSF
375,914,914,L,L-SF,L-HYPOTHALAMUS
376,916,916,L,L-SG,L-MIDBRAIN
377,917,917,L,L-SGN,L-MIDBRAIN
378,918,918,L,L-SH,L-HYPOTHALAMUS
379,920,920,L,L-SI,L-BASAL_FOREBRAIN
380,922,922,L,L-SIM,L-CEREBELLUM
381,926,926,L,L-SLC,L-MIDBRAIN
382,927,927,L,L-SLD,L-PONS
383,930,930,L,L-SMT,L-MIDBRAIN
384,931,931,L,L-SNc,L-MIDBRAIN
385,934,934,L,L-SNr,L-MIDBRAIN
386,935,935,L,L-SO,L-MEDULLA
387,937,937,L,L-SOCl,L-PONS
388,938,938,L,L-SOCm,L-PONS
389,940,940,L,L-SPA,L-PONS
390,942,942,L,L-SPFm,L-THALAMUS
391,943,943,L,L-SPFp,L-THALAMUS
392,944,944,L,L-SPIV,L-MEDULLA
393,945,945,L,L-sptV,L-WHITE_MATTER
394,947,947,L,L-SPVI,L-MEDULLA
395,948,948,L,L-SPVO,L-MEDULLA
396,971,971,L,L-SSp-bfd1,L-CORTEX_SOMATOSENSORY
397,972,972,L,L-SSp-bfd2-3,L-CORTEX_SOMATOSENSORY
398,973,973,L,L-SSp-bfd4,L-CORTEX_SOMATOSENSORY
399,974,974,L,L-SSp-bfd5,L-CORTEX_SOMATOSENSORY
400,975,975,L,L-SSp-bfd6a,L-CORTEX_SOMATOSENSORY
401,976,976,L,L-SSp-bfd6b,L-CORTEX_SOMATOSENSORY
402,978,978,L,L-SSp-ll1,L-CORTEX_SOMATOSENSORY
403,979,979,L,L-SSp-ll2-3,L-CORTEX_SOMATOSENSORY
404,980,980,L,L-SSp-ll4,L-CORTEX_SOMATOSENSORY
405,981,981,L,L-SSp-ll5,L-CORTEX_SOMATOSENSORY
406,982,982,L,L-SSp-ll6a,L-CORTEX_SOMATOSENSORY
407,983,983,L,L-SSp-ll6b,L-CORTEX_SOMATOSENSORY
408,985,985,L,L-SSp-m1,L-CORTEX_SOMATOSENSORY
409,987,987,L,L-SSp-m4,L-CORTEX_SOMATOSENSORY
410,988,988,L,L-SSp-m5,L-CORTEX_SOMATOSENSORY
411,989,989,L,L-SSp-m6a,L-CORTEX_SOMATOSENSORY
412,990,990,L,L-SSp-m6b,L-CORTEX_SOMATOSENSORY
413,993,993,L,L-SSp-n2-3,L-CORTEX_SOMATOSENSORY
414,994,994,L,L-SSp-n4,L-CORTEX_SOMATOSENSORY
415,995,995,L,L-SSp-n5,L-CORTEX_SOMATOSENSORY
416,996,996,L,L-SSp-n6a,L-CORTEX_SOMATOSENSORY
417,997,997,L,L-SSp-n6b,L-CORTEX_SOMATOSENSORY
418,999,999,L,L-SSp-tr1,L-CORTEX_SOMATOSENSORY
419,1000,1000,L,L-SSp-tr2-3,L-CORTEX_SOMATOSENSORY
420,1001,1001,L,L-SSp-tr4,L-CORTEX_SOMATOSENSORY
421,1002,1002,L,L-SSp-tr5,L-CORTEX_SOMATOSENSORY
422,1003,1003,L,L-SSp-tr6a,L-CORTEX_SOMATOSENSORY
423,1004,1004,L,L-SSp-tr6b,L-CORTEX_SOMATOSENSORY
424,1006,1006,L,L-SSp-ul1,L-CORTEX_SOMATOSENSORY
425,1007,1007,L,L-SSp-ul2-3,L-CORTEX_SOMATOSENSORY
426,1008,1008,L,L-SSp-ul4,L-CORTEX_SOMATOSENSORY
427,1009,1009,L,L-SSp-ul5,L-CORTEX_SOMATOSENSORY
428,1010,1010,L,L-SSp-ul6a,L-CORTEX_SOMATOSENSORY
429,1011,1011,L,L-SSp-ul6b,L-CORTEX_SOMATOSENSORY
430,1012,1012,L,L-SSp-un,L-CORTEX_SOMATOSENSORY
431,1013,1013,L,L-SSp-un1,L-CORTEX_SOMATOSENSORY
432,1014,1014,L,L-SSp-un2-3,L-CORTEX_SOMATOSENSORY
433,1016,1016,L,L-SSp-un5,L-CORTEX_SOMATOSENSORY
434,1017,1017,L,L-SSp-un6a,L-CORTEX_SOMATOSENSORY
435,1018,1018,L,L-SSp-un6b,L-CORTEX_SOMATOSENSORY
436,1020,1020,L,L-SSs1,L-CORTEX_SOMATOSENSORY
437,1021,1021,L,L-SSs2-3,L-CORTEX_SOMATOSENSORY
438,1022,1022,L,L-SSs4,L-CORTEX_SOMATOSENSORY
439,1023,1023,L,L-SSs5,L-CORTEX_SOMATOSENSORY
440,1024,1024,L,L-SSs6a,L-CORTEX_SOMATOSENSORY
441,1025,1025,L,L-SSs6b,L-CORTEX_SOMATOSENSORY
442,1027,1027,L,L-st,L-WHITE_MATTER
443,1030,1030,L,L-STN,L-BASALGANGLIA_PALLIDUM
444,1032,1032,L,L-STR,L-BASALGANGLIA_STRIATUM
445,1037,1037,L,L-SUB,L-HIPPOCAMPAL FORMATION
446,1042,1042,L,L-SubG,L-THALAMUS
447,1047,1047,L,L-SUM,L-HYPOTHALAMUS
448,1050,1050,L,L-sup,L-HYPOTHALAMUS
449,1054,1054,L,L-SUT,L-PONS
450,1055,1055,L,L-SUV,L-PONS
451,1056,1056,L,L-sV,L-VENTRICLES_CSF
452,1058,1058,L,L-tb,L-WHITE_MATTER
453,1061,1061,L,L-TEa1,L-CORTEX_TEMPORAL_ASSOC
454,1062,1062,L,L-TEa2-3,L-CORTEX_TEMPORAL_ASSOC
455,1063,1063,L,L-TEa4,L-CORTEX_TEMPORAL_ASSOC
456,1064,1064,L,L-TEa5,L-CORTEX_TEMPORAL_ASSOC
457,1065,1065,L,L-TEa6a,L-CORTEX_TEMPORAL_ASSOC
458,1066,1066,L,L-TEa6b,L-CORTEX_TEMPORAL_ASSOC
459,1067,1067,L,L-TH,L-THALAMUS
460,1069,1069,L,L-TMd,L-HYPOTHALAMUS
461,1070,1070,L,L-TMv,L-HYPOTHALAMUS
462,1073,1073,L,L-TR,L-PONS
463,1078,1078,L,L-TRN,L-PONS
464,1079,1079,L,L-TRS,L-PONS
465,1082,1082,L,L-tspc,L-WHITE_MATTER
466,1085,1085,L,L-TTd,L-OLFACTORY
467,1092,1092,L,L-TTv,L-OLFACTORY
468,1097,1097,L,L-TU,L-HYPOTHALAMUS
469,1098,1098,L,L-uf,L-WHITE_MATTER
470,1099,1099,L,L-UVU,L-CEREBELLUM
471,1103,1103,L,L-V,L-CRANIAL_NERVES
472,1104,1104,L,L-V3,L-CRANIAL_NERVES
473,1105,1105,L,L-V4,L-CORTEX_VISUAL
474,1106,1106,L,L-V4r,L-CORTEX_VISUAL
475,1107,1107,L,L-VAL,L-VENTRICLES_CSF
476,1109,1109,L,L-VCO,L-CORTEX_VISUAL
477,1112,1112,L,L-vhc,L-WHITE_MATTER
478,1113,1113,L,L-VI,L-CRANIAL_NERVES
479,1114,1114,L,L-VII,L-CRANIAL_NERVES
480,1116,1116,L,L-VIIn,L-MEDULLA
481,1126,1126,L,L-VISal1,L-CORTEX_VISUAL
482,1127,1127,L,L-VISal2-3,L-CORTEX_VISUAL
